"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
0.0414026643143522,0.0421187868076099,0.0420033278904272,0.0430420727930295,0.0432019673262574,0.0441413715479993,0.044199742147376,0.0442349684734905,0.0452687862583839,0.0458105591589044,0.0466179570526441,0.046190429696123,0.0464819728070564,0.0467854130340051,0.0471083434430397,0.0475474595494336,0.0466334027657645,0.0459659286535369,0.0452974808744014,0.0445993686680172,0.0420033278904272,0.0441413715479993,0.044199742147376,0.0442349684734905,0.0452687862583839,0.0458105591589044,0.0466179570526441,0.046190429696123,0.0471083434430397,0.0475474595494336
0.0411469556254986,0.0418637464814895,0.0417439041567859,0.0427820485953043,0.0429612207348004,0.0438614392708043,0.0439187181644254,0.0439619700178784,0.0449779976677595,0.0454917815739685,0.0462728987537245,0.0458267632255908,0.0460939385190099,0.0463906653383647,0.046691390065092,0.0470946174071411,0.0461376485538768,0.0454805553335874,0.0448144538033093,0.044156007233266,0.0418637464814895,0.0439187181644254,0.0439619700178784,0.0454917815739685,0.0460939385190099,0.0463906653383647,0.046691390065092,0.0461376485538768,0.0454805553335874,0.044156007233266
0.0419429689922196,0.0426965739632931,0.0425570073610659,0.0436403276501429,0.043798907628543,0.0447301077251513,0.0447687906960432,0.0448569539040656,0.0457347209142771,0.0462007754619861,0.0469443031152287,0.0464986660662762,0.0467629878581991,0.0470557484259616,0.0473568667121299,0.0477921240802965,0.0468734878747175,0.0462231665283794,0.0455577938547708,0.0449056242125032,0.0419429689922196,0.043798907628543,0.0447301077251513,0.0447687906960432,0.0462007754619861,0.0467629878581991,0.0470557484259616,0.0477921240802965,0.0462231665283794,0.0455577938547708
0.0424579039777423,0.0431858241895552,0.0430237250935581,0.0440628886375308,0.0441817585932015,0.0451080449315629,0.0451439180702127,0.0452194618427466,0.0458888484489664,0.0463034955244121,0.0469281523785237,0.0464650902682441,0.046709119204686,0.0470024253229981,0.0473357672412603,0.0477618754565075,0.0468425816505456,0.0462156164635943,0.0455603826413365,0.044965626955104,0.0424579039777423,0.0440628886375308,0.0463034955244121,0.0469281523785237,0.0464650902682441,0.0470024253229981,0.0473357672412603,0.0468425816505456,0.0462156164635943,0.044965626955104
0.0422336207977564,0.0429722443559412,0.0428434104763039,0.0438481524331255,0.0440439815977351,0.0449534841560615,0.0449936168623374,0.0450825613259763,0.045780492048252,0.0461533617604195,0.0468290700176093,0.0463588562083281,0.0466122989985619,0.0468908719663709,0.0472625447619474,0.047703506593302,0.0468764247348292,0.0462275240215423,0.0455819888962537,0.0450303886222415,0.0422336207977564,0.0440439815977351,0.0450825613259763,0.045780492048252,0.0461533617604195,0.0466122989985619,0.0468908719663709,0.047703506593302,0.0468764247348292,0.0462275240215423
0.0426949411266074,0.0434238892063642,0.0432865412261012,0.0442987999381541,0.0444680742849009,0.0453588578838017,0.045403234459199,0.0454829839589638,0.0461978565311301,0.0465948768757747,0.0472803869188097,0.0467777404881001,0.0470075633082581,0.0472614088468049,0.0476921848989813,0.0481421456999736,0.0473278138431335,0.0466772989612344,0.0460510862519241,0.0454741756095484,0.0426949411266074,0.0434238892063642,0.0432865412261012,0.0442987999381541,0.0465948768757747,0.0470075633082581,0.0472614088468049,0.0476921848989813,0.0481421456999736,0.0466772989612344
0.0423970989238924,0.0431341419418893,0.0429193667637032,0.0439238831233501,0.0440907769643785,0.0449895621176826,0.0450133186910786,0.0451006708654088,0.0458641288081186,0.0462750046881937,0.0469744980932269,0.0464883298425517,0.0467272051413336,0.046964506645949,0.0474244356083544,0.0478855600753527,0.0470996968406429,0.0465235103404631,0.0457971352519078,0.0452404792779121,0.0429193667637032,0.0440907769643785,0.0450133186910786,0.0462750046881937,0.0464883298425517,0.046964506645949,0.0474244356083544,0.0478855600753527,0.0470996968406429,0.0452404792779121
0.0422213701773601,0.0429441904003708,0.0428291323072247,0.0438002865182012,0.0439463341403576,0.0448157369917257,0.0448551518354073,0.0449531717054772,0.0456994970103261,0.0461159441125858,0.046775977788149,0.0463171296536557,0.046504900544369,0.0467207472259563,0.0471878820431617,0.0476493114160199,0.0468260439950734,0.0461870193385566,0.0454164323486538,0.0448228131565644,0.0428291323072247,0.0439463341403576,0.0448157369917257,0.0448551518354073,0.0456994970103261,0.0461159441125858,0.046775977788149,0.046504900544369,0.0471878820431617,0.0454164323486538
0.04184086920521,0.0425487060832801,0.0424342644871211,0.0433747197339224,0.0435489299780153,0.0443807577950435,0.0444269515656676,0.044532378656777,0.0452275678009284,0.045626076120937,0.0462946700700704,0.0458619445316431,0.0460216259195452,0.0461711948002855,0.0467272611056139,0.0471430954463888,0.0463492122155979,0.0457001285506082,0.0450172609271588,0.0444266826333082,0.0425487060832801,0.0424342644871211,0.0433747197339224,0.0444269515656676,0.0452275678009284,0.045626076120937,0.0462946700700704,0.0460216259195452,0.0461711948002855,0.0457001285506082
0.0412873114958916,0.041989805179315,0.0417796740956465,0.0427840114703055,0.042945761056414,0.0438371258571259,0.0438869685566264,0.0440215758464636,0.0447421102872768,0.0452077796682189,0.0458803641709305,0.0454424118363471,0.0455941056850827,0.0456641614322493,0.0463001612742958,0.0467961648838896,0.0461086497292719,0.0454564956879,0.0447927229984707,0.0441774728746278,0.0412873114958916,0.0417796740956465,0.0438371258571259,0.0447421102872768,0.0452077796682189,0.0455941056850827,0.0467961648838896,0.0461086497292719,0.0447927229984707,0.0441774728746278
0.0407638664546996,0.0414839732659581,0.0413457037432835,0.0423611485494201,0.0425197760382969,0.0434368425056955,0.0435090423215215,0.0436421758475487,0.0444691656790764,0.0449785687436133,0.0457337872546838,0.0452908745035346,0.0454750920698211,0.0455595898766659,0.0461559441547754,0.0466808513487635,0.0460587866211629,0.0454303837345462,0.044827341240106,0.0441767835137393,0.0413457037432835,0.0423611485494201,0.0434368425056955,0.0436421758475487,0.0444691656790764,0.0457337872546838,0.0452908745035346,0.0455595898766659,0.0461559441547754,0.0460587866211629
0.0405857216024976,0.0413305568145928,0.0412531030388087,0.0423546892373783,0.0424858392234358,0.0434320785602037,0.0434839003366933,0.0436487822728175,0.0445097063674393,0.0450642871635365,0.045854341099836,0.0454147998556366,0.0456219309694145,0.0457946940366041,0.0463813524476298,0.046874836217407,0.0463963839315893,0.0458071218816757,0.0452300045902615,0.0445975408118972,0.0405857216024976,0.0423546892373783,0.0424858392234358,0.0434320785602037,0.0436487822728175,0.0454147998556366,0.0456219309694145,0.0457946940366041,0.0463963839315893,0.0458071218816757
0.0406124388483189,0.0413442166248214,0.0412115439997424,0.0422691157434821,0.0424082290393515,0.0433631530462666,0.043425764164033,0.043579479584863,0.044420263400041,0.0449689831026017,0.0457684319038892,0.0453336282864386,0.0455164436470612,0.0456912611429163,0.0462350940356062,0.0467574896016844,0.0463751883363597,0.0457767745021827,0.0452150043060058,0.0445544853524747,0.0406124388483189,0.0422691157434821,0.043579479584863,0.044420263400041,0.0457684319038892,0.0453336282864386,0.0455164436470612,0.0463751883363597,0.0457767745021827,0.0452150043060058
0.0401463102090462,0.0408409072274039,0.0407508129609032,0.0418229450112008,0.0419623046446623,0.0429143471005607,0.0429838284593194,0.0431195865020386,0.0440497895723173,0.0446539338502446,0.0454919350425852,0.0450613923500109,0.0452724619896473,0.0454231156799495,0.0459572925717065,0.0464713510232573,0.0461245333820301,0.0456418735022026,0.0451563276000799,0.0444606087942598,0.0401463102090462,0.0408409072274039,0.0429143471005607,0.0429838284593194,0.0454919350425852,0.0450613923500109,0.0452724619896473,0.0454231156799495,0.0459572925717065,0.0444606087942598
